CreditScore,Age,EstimatedSalary,Balance,NumOfProducts,Tenure,Exited,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_Yes,IsActiveMember_Yes,Bal_v_Sal
675,21,18203.0,98373.26,1,8,0,False,False,False,False,False,5.4
738,58,28373.86,133745.44,4,2,1,True,False,True,False,False,4.71
813,29,33953.87,0.0,1,6,0,False,False,True,False,False,0.0
657,37,44203.55,163607.18,1,0,0,False,True,False,True,True,3.7
604,25,58426.81,157780.84,2,5,0,True,False,False,True,True,2.7
519,36,145562.4,0.0,2,9,0,False,False,True,True,True,0.0
735,21,22388.0,178718.19,2,1,0,False,False,False,False,False,7.98
664,55,139161.64,0.0,2,8,0,False,False,True,True,True,0.0
678,32,148210.64,0.0,1,9,0,False,False,False,True,True,0.0
757,33,194239.63,77253.22,1,5,0,False,True,True,True,True,0.4
416,41,98301.61,122189.66,2,10,0,True,False,False,False,False,1.24
665,34,171413.66,96645.54,2,1,0,False,False,False,False,False,0.56
777,32,136458.19,0.0,1,2,1,False,False,False,False,False,0.0
543,36,26019.59,0.0,2,3,0,False,False,False,False,False,0.0
506,34,159235.29,90307.62,1,4,0,False,False,False,True,True,0.57
493,46,1907.66,0.0,2,4,0,False,False,False,False,False,0.0
652,75,114675.75,0.0,2,10,0,False,True,False,True,True,0.0
750,22,128643.35,121681.82,1,3,1,False,True,True,False,False,0.95
729,30,151869.35,0.0,2,9,0,False,False,True,False,False,0.0
646,46,93251.42,0.0,3,4,1,False,False,False,False,False,0.0
635,28,156791.36,81623.67,2,3,0,True,False,False,True,True,0.52
647,44,174205.22,0.0,3,5,1,False,True,False,True,True,0.0
808,45,147132.46,118626.55,2,7,0,False,False,True,False,False,0.81
524,36,109614.57,0.0,2,10,0,False,False,False,False,False,0.0
769,29,172290.61,0.0,2,8,0,False,False,True,True,True,0.0
730,42,85982.47,0.0,2,4,0,False,True,True,True,True,0.0
515,35,121277.78,176273.95,1,10,0,False,True,True,True,True,1.45
773,41,64595.25,102827.44,1,9,0,False,True,True,True,True,1.59
814,29,197276.13,97086.4,2,8,0,True,False,True,True,True,0.49
710,22,99645.04,0.0,2,8,0,False,True,True,False,False,0.0
413,34,6534.18,0.0,2,9,0,False,False,True,False,False,0.0
665,40,161848.03,0.0,1,6,0,False,False,False,True,True,0.0
623,44,167162.43,0.0,2,6,0,False,False,False,False,False,0.0
738,31,41970.72,82674.15,1,9,0,False,False,True,False,False,1.97
528,36,60536.56,0.0,2,7,0,False,True,True,False,False,0.0
670,65,177655.68,0.0,1,1,1,False,True,False,True,True,0.0
622,46,30984.59,107073.27,2,4,1,False,True,False,True,True,3.46
582,32,10054.53,88938.62,1,1,0,True,False,True,True,True,8.85
785,36,36976.52,99806.85,1,2,0,True,False,False,True,True,2.7
605,33,71862.79,150092.8,1,5,0,False,True,True,False,False,2.09
479,35,99449.86,92833.89,1,9,1,True,False,True,False,False,0.93
685,30,63082.88,90536.81,1,3,0,True,False,True,True,True,1.44
538,39,27231.26,108055.1,2,7,0,True,False,True,False,False,3.97
562,42,86797.41,100238.35,1,2,0,False,False,True,False,False,1.15
675,36,22994.32,106190.55,1,9,0,False,True,True,True,True,4.62
721,28,101300.94,154475.54,2,9,1,True,False,True,True,True,1.52
628,30,74169.13,132351.29,2,9,0,True,False,False,True,True,1.78
668,37,115638.29,167864.4,1,6,0,True,False,False,False,False,1.45
506,41,31766.3,0.0,2,1,0,False,False,False,False,False,0.0
524,31,199725.39,107818.63,1,8,1,True,False,False,False,False,0.54
699,34,120834.48,185173.81,2,4,0,True,False,True,False,False,1.53
828,34,38131.77,129433.34,2,8,0,False,False,True,False,False,3.39
674,37,100272.17,120193.42,1,6,0,False,True,True,False,False,1.2
656,39,141069.88,0.0,2,6,0,False,False,False,False,False,0.0
684,48,198129.36,126384.42,1,10,0,True,False,False,True,True,0.64
625,28,183646.41,0.0,1,3,0,False,False,False,False,False,0.0
432,42,110265.24,152603.45,1,9,1,False,False,True,False,False,1.38
549,52,8636.05,0.0,1,1,1,False,False,False,True,True,0.0
625,56,46824.08,148507.24,1,0,1,True,False,True,False,False,3.17
828,41,171378.77,0.0,2,7,0,False,False,False,False,False,0.0
770,24,167256.35,101827.07,1,9,0,False,False,True,False,False,0.61
758,34,124226.16,0.0,2,3,0,False,False,False,True,True,0.0
795,33,114935.21,130862.43,1,9,0,True,False,False,True,True,1.14
687,38,35608.88,122570.87,1,9,0,False,False,True,True,True,3.44
686,25,16459.37,0.0,2,1,0,False,False,True,True,True,0.0
789,39,124411.08,124828.46,2,7,0,True,False,True,True,True,1.0
589,50,34941.23,144895.05,2,5,0,True,False,False,True,True,4.15
461,34,167784.28,63663.93,1,5,0,True,False,False,True,True,0.38
637,40,93165.34,133463.1,1,2,0,False,False,True,True,True,1.43
584,48,75161.25,213146.2,1,2,1,False,True,False,False,False,2.84
579,35,8590.83,129490.36,2,1,1,False,True,False,True,True,15.07
756,44,189543.9,137452.09,1,10,0,True,False,True,False,False,0.73
663,34,180427.24,0.0,2,7,0,False,False,True,True,True,0.0
682,43,193318.33,125851.93,1,5,0,False,False,False,True,True,0.65
793,52,159123.82,0.0,1,2,1,False,True,True,False,False,0.0
691,31,126213.84,40915.55,1,5,1,False,False,False,False,False,0.32
485,21,54141.5,113157.22,1,5,0,False,True,False,True,True,2.09
635,29,141075.51,138296.94,2,8,0,False,True,False,False,False,0.98
650,37,24495.03,106967.18,1,5,0,False,False,True,False,False,4.37
735,44,74836.34,120681.63,1,9,0,False,False,True,False,False,1.61
416,32,878.87,0.0,2,0,0,False,False,True,True,True,0.0
754,32,89520.75,0.0,2,7,0,False,True,False,False,False,0.0
535,48,149892.79,0.0,1,9,1,False,False,False,False,False,0.0
716,42,180800.42,0.0,2,8,0,False,True,True,False,False,0.0
539,37,98646.22,127609.59,1,2,0,False,False,True,False,False,1.29
614,43,109041.53,0.0,2,6,0,False,False,False,True,True,0.0
706,57,17941.16,0.0,1,7,1,False,True,True,False,False,0.0
758,33,82996.47,0.0,2,7,0,False,False,False,False,False,0.0
586,28,92067.35,0.0,2,2,0,False,True,False,True,True,0.0
646,73,104719.66,97259.25,1,6,0,False,False,False,True,True,0.93
631,33,112687.57,123246.7,1,4,0,True,False,False,False,False,1.09
717,22,84699.56,101060.25,1,6,0,False,True,False,True,True,1.19
684,30,83473.82,0.0,2,2,0,False,False,True,False,False,0.0
800,49,47125.11,108007.36,1,7,0,False,False,False,False,False,2.29
721,36,106977.8,0.0,2,2,0,False,True,False,True,True,0.0
683,29,55582.54,133702.89,1,0,1,False,True,True,False,False,2.41
660,31,139874.43,125189.75,2,9,0,True,False,True,True,True,0.9
704,24,162503.48,113034.22,1,7,1,True,False,False,False,False,0.7
615,41,196499.96,109013.23,1,9,0,False,True,False,False,False,0.55
667,39,40721.24,0.0,2,2,1,False,True,False,False,False,0.0
682,24,53134.3,57929.81,2,9,0,True,False,True,False,False,1.09
484,29,164017.89,130114.39,1,4,0,False,False,False,False,False,0.79
628,27,155996.96,95826.49,2,5,0,True,False,True,False,False,0.61
480,44,5472.7,129608.57,1,10,1,True,False,True,False,False,23.68
578,30,112187.11,169462.09,1,4,0,False,False,True,False,False,1.51
512,40,146457.83,0.0,2,5,0,False,False,True,True,True,0.0
484,35,27286.1,133868.21,1,7,0,False,True,False,True,True,4.91
510,30,130553.47,0.0,2,0,0,False,False,False,True,True,0.0
606,36,179351.89,190479.48,2,5,0,True,False,True,False,False,1.06
597,40,94774.12,101993.12,1,8,0,False,True,False,True,True,1.08
754,55,8080.85,161608.81,1,3,1,True,False,False,False,False,20.0
850,45,19482.5,122311.21,1,2,0,False,True,False,True,True,6.28
510,65,48071.61,0.0,2,2,0,False,False,True,True,True,0.0
778,45,174531.27,162150.42,2,1,0,True,False,False,False,False,0.93
636,42,55470.78,0.0,2,2,0,False,False,True,True,True,0.0
804,50,8546.87,0.0,1,4,1,False,False,False,True,True,0.0
514,32,95857.18,0.0,2,8,0,False,False,True,False,False,0.0
730,39,194945.8,99010.67,1,1,0,False,False,False,False,False,0.51
525,37,131521.72,0.0,1,0,0,False,True,False,True,True,0.0
616,30,196108.51,0.0,2,5,0,False,True,True,True,True,0.0
687,34,148564.76,111388.18,2,7,0,True,False,False,False,False,0.75
715,41,92982.61,56214.85,2,8,1,False,False,False,False,False,0.6
512,36,17675.36,84327.77,2,3,0,False,False,False,False,False,4.77
479,40,114996.43,0.0,2,1,0,False,False,True,False,False,0.0
601,32,86957.42,93012.89,1,8,0,False,False,True,False,False,1.07
580,29,128077.8,61710.44,2,9,0,False,True,True,False,False,0.48
807,35,600.36,174790.15,1,3,0,False,False,True,True,True,291.14
616,32,43001.46,0.0,2,6,0,False,True,False,True,True,0.0
721,37,158591.12,107720.64,1,3,0,True,False,True,True,True,0.68
501,57,47847.19,0.0,2,10,0,False,False,True,True,True,0.0
521,35,10488.44,96423.84,1,6,0,False,False,True,False,False,9.19
850,30,5978.2,141040.01,1,2,0,False,True,True,True,True,23.59
759,42,121409.06,105420.18,1,4,0,False,False,True,True,True,0.87
516,50,146145.93,0.0,1,5,1,False,True,True,True,True,0.0
711,38,14374.86,129022.06,2,2,1,False,False,False,True,True,8.98
512,33,94670.77,176666.62,1,3,0,False,True,True,False,False,1.87
550,37,179670.31,0.0,1,3,0,False,False,True,True,True,0.0
608,41,199304.74,89763.84,1,3,1,False,True,False,False,False,0.45
618,34,151954.39,134954.53,1,5,0,False,False,True,True,True,0.89
643,45,142513.5,0.0,1,5,1,False,False,True,False,False,0.0
671,45,158264.62,106376.85,1,2,0,False,False,True,True,True,0.67
689,33,169381.9,161814.64,2,2,0,True,False,True,False,False,0.96
603,31,169915.02,0.0,2,8,0,False,False,True,True,True,0.0
620,41,88852.47,0.0,2,9,0,False,False,False,False,False,0.0
676,34,40645.81,63095.01,1,1,0,False,False,False,True,True,1.55
572,26,60427.3,118287.01,2,4,0,True,False,True,False,False,1.96
668,47,157959.02,106854.21,1,7,1,True,False,True,True,True,0.68
695,46,133007.34,49512.55,1,7,0,False,False,True,False,False,0.37
730,33,176576.62,0.0,2,9,0,False,True,False,False,False,0.0
807,43,34888.04,105799.32,2,1,1,False,False,True,False,False,3.03
592,54,28737.71,0.0,1,8,1,False,False,True,True,True,0.0
726,31,98178.57,114722.05,2,9,0,False,False,False,True,True,1.17
514,30,125010.24,0.0,1,7,0,False,True,True,True,True,0.0
567,42,167984.61,0.0,2,2,0,False,False,True,True,True,0.0
850,33,4861.72,0.0,1,10,1,False,False,True,False,False,0.0
671,45,108872.45,99564.22,1,6,1,True,False,True,True,True,0.91
670,37,198252.88,170557.91,2,4,0,False,False,True,False,False,0.86
694,30,26960.31,0.0,2,9,0,False,False,False,True,True,0.0
547,39,85746.52,74596.15,3,6,1,True,False,False,True,True,0.87
751,50,77206.25,96888.39,1,2,1,True,False,True,False,False,1.25
594,29,61048.53,130830.22,1,3,0,True,False,False,False,False,2.14
673,72,111981.19,0.0,2,1,0,False,False,True,True,True,0.0
610,40,62232.6,0.0,2,0,0,False,False,True,False,False,0.0
512,37,156105.03,0.0,2,1,0,False,False,False,True,True,0.0
767,20,150135.38,119714.25,2,3,0,True,False,True,True,True,0.8
585,67,93146.11,113978.97,2,5,0,False,False,False,True,True,1.22
763,42,33462.94,100160.75,1,6,1,True,False,True,False,False,2.99
712,29,144375.0,0.0,1,2,0,False,False,False,True,True,0.0
539,43,55803.96,116220.5,3,3,1,True,False,False,False,False,2.08
668,46,89048.46,0.0,3,2,1,False,False,False,False,False,0.0
703,28,162812.16,81173.83,2,2,0,False,False,True,True,True,0.5
662,38,136259.65,0.0,2,4,0,False,True,True,False,False,0.0
725,39,124052.97,116803.8,1,5,0,True,False,False,False,False,0.94
703,37,74158.8,105961.68,2,8,0,False,False,True,True,True,1.43
659,67,45071.09,117411.6,1,6,1,True,False,True,True,True,2.61
523,34,62030.06,0.0,2,7,0,False,True,True,False,False,0.0
635,40,131953.23,123497.58,1,10,1,False,False,False,False,False,0.94
772,26,79414.0,152400.51,2,7,0,True,False,True,False,False,1.92
545,26,199638.56,0.0,2,1,0,False,False,False,True,True,0.0
634,24,157577.29,103097.85,1,8,0,True,False,True,True,True,0.65
739,54,134420.75,126418.14,1,8,1,True,False,True,False,False,0.94
771,36,99805.99,77846.9,1,5,0,True,False,False,False,False,0.78
587,34,97932.68,0.0,2,1,0,False,True,False,True,True,0.0
681,79,170968.99,0.0,2,0,0,False,False,False,True,True,0.0
544,37,57558.95,79731.91,1,2,0,True,False,True,True,True,1.39
696,28,176713.47,0.0,1,8,0,False,True,True,False,False,0.0
766,41,34283.23,0.0,2,0,0,False,True,True,True,True,0.0
727,34,198637.34,0.0,2,10,0,False,False,True,True,True,0.0
671,34,156917.12,37266.67,2,6,0,True,False,False,False,False,0.24
693,30,50457.2,127992.25,1,6,0,False,False,False,True,True,2.54
850,38,140075.55,54901.01,1,3,0,True,False,True,True,True,0.39
732,42,65323.11,108748.08,2,9,0,True,False,True,True,True,1.66
726,48,64323.24,99906.19,1,6,0,False,True,False,False,False,1.55
557,32,14956.44,184686.41,2,6,0,False,False,False,False,False,12.35
682,26,111879.21,110654.02,1,0,0,False,False,False,True,True,0.99
738,31,18606.23,79019.8,1,9,0,False,True,True,True,True,4.25
531,36,123137.01,99240.51,1,9,0,False,True,False,False,False,0.81
498,34,148528.24,0.0,2,2,0,False,False,True,True,True,0.0
651,36,13898.31,0.0,2,7,0,False,False,True,False,False,0.0
549,39,81259.25,0.0,1,7,1,False,True,False,False,False,0.0
791,35,161051.75,52436.2,1,7,0,True,False,False,False,False,0.33
650,41,191599.67,0.0,2,9,0,False,True,True,True,True,0.0
733,34,48559.19,100337.96,3,3,1,True,False,True,False,False,2.07
811,34,186339.74,149297.19,2,1,0,True,False,False,True,True,0.8
707,30,33159.37,0.0,2,8,0,False,False,True,False,False,0.0
712,28,93883.53,145605.44,1,4,0,True,False,True,True,True,1.55
706,37,110899.3,0.0,2,7,0,False,True,False,True,True,0.0
756,62,11199.04,0.0,1,3,1,False,False,True,True,True,0.0
777,53,189992.97,0.0,2,10,0,False,False,False,False,False,0.0
646,35,164255.69,84026.86,1,6,0,False,False,True,True,True,0.51
714,46,152167.79,0.0,1,1,1,False,False,True,False,False,0.0
782,39,33949.67,0.0,2,8,0,False,False,True,True,True,0.0
775,29,68143.93,0.0,2,10,0,False,True,True,True,True,0.0
479,35,47251.79,138718.92,1,4,1,True,False,True,True,True,2.94
807,42,25885.72,118274.71,1,7,0,False,False,True,True,True,4.57
799,22,192633.85,174185.98,2,8,0,False,False,False,True,True,0.9
675,40,34577.36,113208.86,2,7,0,False,False,True,False,False,3.27
602,29,161229.84,103907.28,1,5,0,False,True,True,False,False,0.64
475,32,100816.29,119023.28,1,8,0,False,False,False,False,False,1.18
744,26,181694.44,166297.89,1,5,0,False,True,False,True,True,0.92
588,34,79078.91,0.0,2,10,0,False,True,True,False,False,0.0
703,42,137316.32,63227.0,1,9,0,True,False,True,True,True,0.46
747,41,194926.86,94521.17,2,5,0,False,True,False,False,False,0.48
583,27,51285.49,0.0,2,7,0,False,False,True,False,False,0.0
750,34,150401.53,112822.26,1,9,1,False,True,False,False,False,0.75
681,38,112491.96,0.0,2,3,0,False,False,True,True,True,0.0
773,25,73656.38,135903.33,1,2,0,False,False,True,False,False,1.85
714,31,106636.89,125169.26,1,4,0,False,False,False,True,True,1.17
687,44,155853.52,0.0,3,7,1,False,True,False,False,False,0.0
511,58,162599.51,149117.31,1,0,0,False,False,True,True,True,0.92
627,33,103737.82,0.0,2,5,0,False,False,True,True,True,0.0
694,31,160990.27,0.0,2,10,0,False,False,False,False,False,0.0
616,36,15462.84,132311.71,1,6,0,False,True,False,False,False,8.56
687,35,10334.05,0.0,2,8,0,False,False,True,False,False,0.0
712,33,190686.16,0.0,2,6,0,False,False,False,True,True,0.0
553,33,94440.45,118082.89,1,4,0,False,False,True,False,False,1.25
667,31,28257.63,119266.69,1,1,0,False,False,True,True,True,4.22
731,43,170034.95,0.0,1,2,1,False,False,True,True,True,0.0
629,35,31824.29,156847.29,2,7,0,True,False,True,False,False,4.93
614,50,127166.49,137104.47,1,4,1,False,False,True,False,False,1.08
438,31,44937.01,78398.69,1,8,0,True,False,True,False,False,1.74
652,80,188603.07,0.0,2,4,0,False,False,False,True,True,0.0
729,30,145111.37,63669.42,1,6,0,True,False,True,False,False,0.44
642,38,171463.83,0.0,2,3,0,False,False,True,False,False,0.0
806,59,182822.5,135296.33,1,0,0,True,False,False,False,False,0.74
744,36,87213.33,153804.44,1,2,0,False,True,True,True,True,1.76
474,37,57175.32,0.0,2,3,0,False,True,True,False,False,0.0
559,49,120540.83,147069.78,1,2,1,False,False,True,False,False,1.22
706,42,28714.34,0.0,2,9,0,False,True,True,True,True,0.0
628,22,85426.28,0.0,1,3,0,False,True,False,False,False,0.0
429,24,46170.75,95741.75,1,4,0,False,False,True,False,False,2.07
525,57,64448.36,145965.33,1,2,0,False,True,False,True,True,2.26
680,30,16278.97,141441.75,1,8,0,False,False,False,True,True,8.69
749,40,182855.42,139290.41,1,1,1,False,False,True,False,False,0.76
763,31,50404.72,0.0,2,4,0,False,False,False,False,False,0.0
734,30,107640.25,0.0,2,3,0,False,False,True,False,False,0.0
716,35,134132.65,144428.87,1,4,0,False,False,True,False,False,1.08
594,35,103480.69,0.0,2,2,0,False,False,True,False,False,0.0
644,46,108761.05,95441.27,1,9,1,False,False,False,False,False,0.88
671,35,179012.3,144848.74,1,1,0,True,False,True,True,True,0.81
664,26,95145.14,116244.14,2,7,0,True,False,True,True,True,1.22
656,50,72143.44,0.0,2,7,0,False,False,True,True,True,0.0
667,40,19162.89,146502.07,1,1,0,False,True,False,False,False,7.65
663,44,144680.18,117028.6,2,2,0,True,False,True,True,True,0.81
584,30,177772.03,112013.81,1,8,1,True,False,False,False,False,0.63
626,37,5597.94,108269.37,1,6,0,False,True,False,False,False,19.34
485,29,116828.51,182123.79,1,7,1,False,False,True,False,False,1.56
659,32,174652.51,150923.74,2,3,0,True,False,False,True,True,0.86
649,33,2010.98,0.0,2,2,0,False,False,True,False,False,0.0
805,39,14109.85,165272.13,1,5,1,False,True,False,False,False,11.71
716,39,43527.4,115301.31,1,10,1,True,False,False,False,False,2.65
642,40,86099.23,129502.49,2,6,1,True,False,False,True,True,1.5
659,31,161574.19,118342.26,1,4,0,False,False,True,False,False,0.73
545,47,38970.14,0.0,2,5,0,False,True,False,True,True,0.0
543,22,127587.22,0.0,2,8,0,False,False,True,False,False,0.0
718,25,30380.12,0.0,2,7,0,False,False,False,False,False,0.0
840,43,90908.95,0.0,2,7,0,False,False,False,False,False,0.0
630,34,138275.01,106937.05,2,9,0,True,False,False,False,False,0.77
643,59,32171.79,170331.37,1,3,0,True,False,True,True,True,5.29
654,32,126143.23,114510.85,1,1,0,True,False,False,True,True,0.91
582,39,129892.93,0.0,2,5,0,False,False,True,True,True,0.0
659,32,102416.84,107594.11,2,3,0,False,True,True,True,True,1.05
762,39,18719.67,81273.13,1,2,0,False,True,True,True,True,4.34
568,32,61936.22,169399.6,1,7,0,False,True,False,False,False,2.74
670,25,78358.94,0.0,2,6,0,False,True,True,True,True,0.0
613,45,147224.27,187841.99,2,1,0,False,False,False,True,True,1.28
539,30,160979.66,0.0,2,0,0,False,False,True,False,False,0.0
850,57,132298.49,126776.3,2,8,0,False,True,False,True,True,0.96
522,34,174248.52,126436.29,1,9,1,False,True,True,False,False,0.73
737,41,123547.28,101960.74,1,1,0,False,False,True,True,True,0.83
520,58,32790.02,0.0,2,3,0,False,False,True,True,True,0.0
706,28,181543.67,0.0,2,3,0,False,True,True,True,True,0.0
643,45,2319.96,150842.93,1,2,1,True,False,False,True,True,65.02
648,50,189543.19,102535.57,1,9,0,False,False,False,True,True,0.54
443,29,10940.4,99027.61,2,9,0,True,False,False,False,False,9.05
640,68,199493.38,0.0,2,9,0,False,False,True,True,True,0.0
628,33,188193.25,0.0,1,3,0,False,True,False,True,True,0.0
540,42,172572.64,87271.41,2,9,0,True,False,False,False,False,0.51
460,35,189339.6,102742.91,2,8,0,True,False,False,True,True,0.54
636,34,53512.16,40105.51,2,2,0,True,False,True,True,True,0.75
593,29,34004.44,152265.43,1,2,0,False,False,False,False,False,4.48
801,42,10598.29,141947.67,1,4,0,False,True,True,True,True,13.39
640,75,113428.77,106307.91,2,1,0,True,False,False,True,True,0.94
611,31,183487.98,107884.81,2,0,0,True,False,True,True,True,0.59
802,31,187658.09,125013.72,1,1,0,True,False,True,True,True,0.67
717,35,172459.39,58469.37,2,7,0,True,False,True,True,True,0.34
769,39,21016.0,0.0,1,8,0,False,False,False,True,True,0.0
745,45,122381.02,117231.63,3,10,1,True,False,True,True,True,0.96
572,35,128123.66,152390.26,1,4,0,False,True,True,False,False,1.19
629,30,19570.63,34013.63,1,2,0,False,True,False,False,False,1.74
687,39,188150.6,0.0,3,2,1,False,True,False,False,False,0.0
483,50,111020.24,0.0,2,9,0,False,False,False,True,True,0.0
690,36,123775.15,101583.11,2,7,0,False,False,True,False,False,0.82
492,30,146700.22,77168.87,2,10,0,True,False,False,True,True,0.53
709,28,145251.35,124695.72,2,8,0,True,False,True,False,False,0.86
705,44,82463.69,105934.96,1,3,0,True,False,True,False,False,1.28
560,66,15928.49,0.0,1,9,0,False,False,False,True,True,0.0
611,46,45886.33,0.0,2,6,0,False,True,True,False,False,0.0
730,62,186489.95,0.0,2,2,0,False,True,True,True,True,0.0
709,45,162922.65,0.0,2,2,0,False,True,False,True,True,0.0
544,21,9262.77,161525.96,2,10,0,False,False,False,False,False,17.44
712,29,84932.4,147199.07,1,7,0,True,False,False,True,True,1.73
752,38,71557.12,183102.29,1,3,0,True,False,True,True,True,2.56
648,46,77405.95,127209.0,2,9,1,False,True,True,False,False,1.64
556,38,417.41,0.0,2,8,1,False,True,True,False,False,0.0
594,24,71405.17,97378.54,1,0,0,False,True,False,True,True,1.36
645,37,153400.24,136925.09,2,2,0,True,False,False,True,True,0.89
557,33,371.05,54503.55,1,3,0,False,False,True,True,True,146.89
547,32,67789.99,155726.85,1,8,0,True,False,True,False,False,2.3
701,39,145894.9,0.0,2,9,0,False,False,False,True,True,0.0
616,66,183840.51,135842.41,1,1,1,False,False,False,False,False,0.74
605,52,108887.44,63349.75,1,1,0,False,False,True,False,False,0.58
593,38,154071.27,129499.42,1,4,0,True,False,False,True,True,0.84
751,52,179291.85,0.0,2,8,0,False,True,True,True,True,0.0
443,36,56937.43,70438.01,2,6,0,False,True,True,True,True,1.24
685,23,112239.03,0.0,2,8,0,False,False,True,True,True,0.0
718,36,45909.87,0.0,1,9,0,False,False,True,False,False,0.0
538,49,173779.25,141434.04,1,9,1,False,True,False,False,False,0.81
611,37,125696.26,0.0,2,4,0,False,True,False,False,False,0.0
668,37,159585.61,152958.29,2,10,0,True,False,True,True,True,0.96
537,41,106761.47,138306.34,1,3,0,True,False,False,False,False,1.3
